,transaction_id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_name,merchant_city,merchant_state,zip,mcc,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,id_card,client_id_card,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,Is_fraud,Details
532,7475947,1/1/2010 7:38,1422,4983,$109.61 ,Swipe Transaction,65795,Angier,NC,27501,5655,"
",1422,66,66,1953,7,Female,330 Martin Luther King Lane,35.5099983215332,-78.7300033569336,18340.0,36052.0,6602.0,767,4,4983,1422,Discover,Credit,6967609497983390,03/2023,334,True,2,9300.0,10/2003,2012,No,,
533,7475948,1/1/2010 7:39,472,3826,($64.00),Swipe Transaction,61195,Round Lake,IL,60073,5541,"
",472,50,64,1969,4,Male,4480 Hillside Avenue,42.34000015258789,-88.11000061035156,22578.0,46039.0,79738.0,672,4,3826,472,Visa,Credit,4956561609097121,02/2020,521,True,2,11300.0,07/2007,2007,No,No,
534,7475951,1/1/2010 7:39,1357,4611,$6.23 ,Online Transaction,88998,ONLINE,,,4784,"
",1357,75,65,1944,12,Female,402 Birch Boulevard,47.20000076293945,-122.4000015258789,16941.0,11410.0,0.0,812,7,4611,1357,Mastercard,Debit (Prepaid),5042598887023376,08/2017,909,True,1,100.0,09/2006,2014,No,No,
535,7475952,1/1/2010 7:39,1479,1139,$3.76 ,Swipe Transaction,55900,Atlanta,GA,30310,5812,"
",1479,32,60,1987,11,Male,335 Main Street,33.720001220703125,-84.41999816894531,13059.0,26631.0,33950.0,805,1,1139,1479,Mastercard,Credit,5676305121855735,11/2021,58,True,1,2800.0,02/2008,2010,No,No,
536,7475953,1/1/2010 7:39,1735,3336,$3.49 ,Swipe Transaction,22938,Vero Beach,FL,32967,5812,"
",1735,56,66,1963,5,Male,9291 Jefferson Drive,27.639999389648438,-80.38999938964844,17942.0,36583.0,56310.0,614,6,3336,1735,Visa,Debit,4497189555825931,05/2015,378,True,2,7320.0,06/2006,2015,No,,
537,7475954,1/1/2010 7:40,354,4518,$52.80 ,Swipe Transaction,13646,Colorado Springs,CO,80920,7538,"
",354,77,72,1942,8,Female,9 Plum Boulevard,38.86000061035156,-104.76000213623047,22185.0,31942.0,11845.0,713,6,4518,354,Mastercard,Debit,5645109053545738,02/2024,508,True,1,35681.0,09/2002,2014,No,,
538,7475955,1/1/2010 7:40,615,1128,$1.60 ,Swipe Transaction,19590,Alvin,TX,77511,5812,"
",615,35,65,1984,3,Female,3963 Essex Drive,29.43000030517578,-95.23999786376953,21956.0,44766.0,68989.0,713,2,1128,615,Visa,Debit,4609580292509611,08/2021,303,True,1,15338.0,02/2007,2011,No,No,
539,7475956,1/1/2010 7:41,53,3267,$20.00 ,Online Transaction,15143,ONLINE,,,4784,"
",53,49,68,1970,12,Female,7406 Mill Avenue,38.619998931884766,-120.62000274658203,19471.0,39700.0,59062.0,701,3,3267,53,Amex,Credit,311447548311580,04/2020,560,True,1,14800.0,06/2004,2010,No,No,
540,7475957,1/1/2010 7:41,1840,3322,$1.76 ,Swipe Transaction,50783,Beaverton,OR,97006,5411,"
",1840,46,71,1974,2,Female,576 Martin Luther King Street,45.4900016784668,-122.80000305175781,21702.0,44249.0,103229.0,706,5,3322,1840,Mastercard,Debit,5359109609282459,05/2023,933,True,2,21701.0,06/2006,2007,No,,
541,7475959,1/1/2010 7:42,110,4103,$75.08 ,Swipe Transaction,61195,Austin,TX,78728,5541,"
",110,52,72,1967,10,Female,31204 El Camino Lane,30.260000228881836,-97.73999786376953,25594.0,52186.0,42852.0,737,4,4103,110,Visa,Debit,4157348591484750,07/2021,945,True,2,576.0,08/2001,2011,No,No,
542,7475960,1/1/2010 7:42,909,4663,$51.00 ,Swipe Transaction,59935,Olympia,WA,98516,5499,"
",909,38,64,1981,5,Male,215 Ocean View Drive,47.11000061035156,-122.76000213623047,24044.0,49023.0,66148.0,583,5,4663,909,Mastercard,Debit,5275728896235468,05/2020,479,True,2,3934.0,09/2008,2015,No,,
543,7475961,1/1/2010 7:42,1210,4606,$37.69 ,Swipe Transaction,60569,Bangor,PA,18013,5300,"
",1210,32,65,1987,11,Male,6415 Sussex Lane,41.0,-76.8499984741211,16935.0,34531.0,60156.0,703,4,4606,1210,Mastercard,Debit,5690113878914790,07/2023,318,True,1,10589.0,09/2006,2015,No,No,
544,7475962,1/1/2010 7:42,1500,5034,$5.40 ,Swipe Transaction,57885,Elk Grove,CA,95624,5411,"
",1500,53,66,1967,1,Male,270 Plum Street,38.439998626708984,-121.30000305175781,25949.0,52904.0,144534.0,680,4,5034,1500,Visa,Debit,4388439055637377,02/2018,457,True,2,18494.0,10/2005,2007,No,,
545,7475963,1/1/2010 7:43,909,4663,($51.00),Swipe Transaction,59935,Olympia,WA,98516,5499,"
",909,38,64,1981,5,Male,215 Ocean View Drive,47.11000061035156,-122.76000213623047,24044.0,49023.0,66148.0,583,5,4663,909,Mastercard,Debit,5275728896235468,05/2020,479,True,2,3934.0,09/2008,2015,No,,
546,7475964,1/1/2010 7:43,1028,139,$55.12 ,Online Transaction,96246,ONLINE,,,4784,"
",1028,50,66,1970,1,Male,1012 Hill Drive,41.83000183105469,-87.68000030517578,39789.0,81122.0,112394.0,682,5,139,1028,Visa,Credit,4838655730073777,01/2021,654,True,1,24600.0,01/2007,2011,No,No,
547,7475965,1/1/2010 7:43,1144,5153,$2.85 ,Swipe Transaction,20192,Houston,TX,77086,5411,"
",1144,57,66,1962,12,Female,545 Eighth Avenue,29.760000228881836,-95.37999725341797,14959.0,30495.0,70825.0,773,4,5153,1144,Mastercard,Debit,5270047889650775,09/2024,586,True,2,16109.0,10/2009,2009,No,No,
548,7475969,1/1/2010 7:44,1435,4294,$13.93 ,Online Transaction,16798,ONLINE,,,4121,"
",1435,41,78,1978,10,Female,9872 Lexington Street,34.060001373291016,-84.2699966430664,45132.0,92017.0,157723.0,703,3,4294,1435,Mastercard,Credit,5427161135500744,03/2024,304,True,2,23500.0,08/2009,2020,No,No,
549,7475970,1/1/2010 7:44,1897,4948,$6.15 ,Swipe Transaction,106,Huntington,NY,11743,5411,"
",1897,38,67,1981,3,Male,683 Washington Street,40.869998931884766,-73.4000015258789,51032.0,104049.0,247623.0,741,2,4948,1897,Mastercard,Debit,5695371675609176,12/2023,110,True,1,51302.0,10/2001,2010,No,No,
550,7475971,1/1/2010 7:45,142,1046,$0.87 ,Swipe Transaction,86438,Bastrop,TX,78602,5499,"
",142,59,68,1960,11,Female,723 Fourth Drive,41.900001525878906,-72.08000183105469,25399.0,51788.0,77642.0,675,2,1046,142,Visa,Debit,4849801141196819,01/2021,469,True,2,2284.0,02/2004,2017,No,No,
551,7475973,1/1/2010 7:45,1190,4508,$54.47 ,Online Transaction,38958,ONLINE,,,7801,"
",1190,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.16999816894531,21769.0,44383.0,42369.0,707,7,4508,1190,Visa,Debit,4227482000380763,07/2022,795,True,2,4653.0,09/2000,2007,No,No,
552,7475974,1/1/2010 7:46,106,1037,$4.15 ,Swipe Transaction,30928,Indianapolis,IN,46203,5541,"
",106,52,60,1967,10,Male,146 Plum Avenue,39.77000045776367,-86.13999938964844,14691.0,29957.0,60321.0,624,5,1037,106,Mastercard,Debit,5810565047358846,11/2020,736,True,2,11154.0,02/2004,2007,No,,
553,7475975,1/1/2010 7:46,150,2505,$4.50 ,Swipe Transaction,69972,Lorton,VA,22079,5814,"
",150,51,73,1968,8,Female,2897 West Street,38.70000076293945,-77.23999786376953,35062.0,71490.0,0.0,782,3,2505,150,Mastercard,Debit,5331973058778545,09/2021,39,True,2,16872.0,04/2006,2010,No,No,
554,7475977,1/1/2010 7:46,573,3268,$7.59 ,Swipe Transaction,23866,Lincolnton,GA,30817,5812,"
",573,52,69,1967,7,Male,7970 Little Creek Drive,33.790000915527344,-82.47000122070312,14717.0,30011.0,84166.0,589,1,3268,573,Amex,Credit,350866149120216,09/2023,265,True,2,3400.0,06/2004,2008,No,,
555,7475978,1/1/2010 7:46,668,3758,$40.00 ,Swipe Transaction,27092,Atlanta,GA,31139,4829,"
",668,87,57,1932,10,Female,8569 Wessex Boulevard,33.52000045776367,-86.79000091552734,13263.0,16342.0,1758.0,747,5,3758,668,Mastercard,Debit,5624997997810589,06/2024,992,False,2,10538.0,07/2006,2006,No,No,
556,7475979,1/1/2010 7:46,1072,201,$2.25 ,Swipe Transaction,27583,Falmouth,MA,2540,5411,"
",1072,48,62,1972,1,Female,940 First Drive,38.709999084472656,-92.08000183105469,19627.0,40017.0,75377.0,648,1,201,1072,Mastercard,Debit,5840476864492037,03/2020,155,False,1,6326.0,01/2009,2010,No,No,
557,7475980,1/1/2010 7:46,1147,2042,$22.40 ,Swipe Transaction,25408,Houston,TX,77052,5812,"
",1147,80,69,1939,3,Male,614 Spruce Avenue,40.599998474121094,-74.76000213623047,46827.0,104692.0,6955.0,704,2,2042,1147,Mastercard,Debit,5065968170690023,10/2021,724,False,2,18050.0,03/2003,2010,No,No,
558,7475981,1/1/2010 7:47,291,169,$0.23 ,Swipe Transaction,44578,Dalton,GA,30721,5812,"
",291,64,66,1956,1,Female,682 Federal Lane,34.7599983215332,-84.97000122070312,19818.0,40407.0,62695.0,793,3,169,291,Mastercard,Debit (Prepaid),5900191366508128,08/2018,94,True,2,52.0,01/2008,2011,No,No,
559,7475983,1/1/2010 7:47,1176,5003,$31.28 ,Online Transaction,39021,ONLINE,,,4784,"
",1176,39,64,1980,10,Male,2411 Hillside Lane,37.939998626708984,-87.4000015258789,28126.0,57348.0,119230.0,527,3,5003,1176,Mastercard,Debit,5274657041301974,04/2020,436,True,2,47833.0,10/2004,2010,No,No,
560,7475984,1/1/2010 7:47,1344,1027,$9.80 ,Swipe Transaction,13523,Utica,MI,48316,5310,"
",1344,61,65,1958,11,Male,186 Forest Avenue,42.58000183105469,-83.02999877929688,22974.0,46843.0,66529.0,736,2,1027,1344,Visa,Debit,4386594468368100,03/2023,765,True,2,22601.0,02/2003,2010,No,No,
561,7475985,1/1/2010 7:47,1567,2916,$8.70 ,Swipe Transaction,26788,Owego,NY,13827,5812,"
",1567,43,68,1976,8,Female,7874 Wessex Street,42.099998474121094,-76.26000213623047,19901.0,40576.0,54011.0,747,2,2916,1567,Visa,Debit,4516862441362746,06/2013,641,True,2,17559.0,05/2006,2006,No,,
562,7475986,1/1/2010 7:47,1781,3032,$2.96 ,Swipe Transaction,91128,Prospect,NY,13435,5411,"
",1781,29,53,1990,3,Male,73 South Lane,42.93000030517578,-75.45999908447266,17681.0,36050.0,45559.0,708,3,3032,1781,Visa,Debit,4421074314274468,10/2015,365,True,2,4924.0,05/2009,2013,No,No,
563,7475987,1/1/2010 7:47,1963,3317,$6.05 ,Swipe Transaction,50783,Vacaville,CA,95688,5411,"
",1963,98,69,1921,11,Male,468 Spruce Street,38.349998474121094,-121.93000030517578,26137.0,33869.0,370.0,821,7,3317,1963,Mastercard,Debit,5735308019363324,02/2024,502,True,1,25297.0,06/2006,2006,No,,
564,7475988,1/1/2010 7:48,141,4219,$55.04 ,Swipe Transaction,69410,Hearne,TX,77859,5655,"
",141,70,66,1949,7,Male,744 Lafayette Street,31.020000457763672,-96.4800033569336,17356.0,23082.0,23406.0,638,5,4219,141,Mastercard,Debit,5815754119556359,02/2024,221,True,1,4729.0,08/2007,2014,No,No,
565,7475989,1/1/2010 7:48,394,4717,$0.95 ,Swipe Transaction,79463,Stamford,CT,6906,5411,"
",394,52,71,1967,4,Male,514 Pine Boulevard,41.09000015258789,-73.55000305175781,34138.0,69604.0,47193.0,684,4,4717,394,Mastercard,Debit,5853043877946018,06/2023,333,True,1,23310.0,09/2009,2009,No,,
566,7475991,1/1/2010 7:48,1137,3718,$1.33 ,Swipe Transaction,49789,Hendersonville,NC,28739,5541,"
",1137,52,67,1967,10,Male,8824 Hillside Avenue,35.31999969482422,-82.45999908447266,16410.0,33465.0,98713.0,669,3,3718,1137,Visa,Debit,4277949954820732,06/2012,902,True,1,13969.0,07/2004,2008,No,No,
567,7475992,1/1/2010 7:48,1772,5918,$12.50 ,Swipe Transaction,43293,El Monte,CA,91731,5499,"
",1772,47,70,1972,10,Male,9070 West Street,34.09000015258789,-117.58000183105469,24603.0,50163.0,97188.0,761,4,5918,1772,Visa,Credit,4148318094287271,12/2020,313,True,2,12800.0,12/2007,2009,No,No,
568,7475993,1/1/2010 7:48,1797,1127,$120.00 ,Swipe Transaction,27092,Kailua Kona,HI,96740,4829,"
",1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,37.709999084472656,-122.16000366210938,24971.0,30962.0,15336.0,743,5,1127,1797,Visa,Debit,4777281869545650,02/2017,256,True,2,23237.0,02/2007,2009,No,,
569,7475994,1/1/2010 7:49,563,1060,$43.83 ,Online Transaction,39021,ONLINE,,,4784,"
",563,70,65,1950,1,Male,3485 Federal Avenue,39.869998931884766,-75.91999816894531,24725.0,49531.0,6707.0,737,6,1060,563,Visa,Credit,4539282352879535,07/2021,719,True,2,11800.0,02/2005,2018,No,No,
570,7475995,1/1/2010 7:49,1352,59,$86.91 ,Swipe Transaction,84773,Traverse City,MI,49684,5300,"
",1352,65,64,1954,3,Female,8437 Sixth Street,44.75,-85.5999984741211,20035.0,42102.0,9645.0,672,3,59,1352,Visa,Debit,4969931231497491,11/2019,728,True,2,12528.0,01/2004,2012,No,No,
571,7475998,1/1/2010 7:50,217,174,$22.83 ,Swipe Transaction,79927,Summit Argo,IL,60501,5912,"
",217,42,65,1977,10,Male,272 Burns Boulevard,41.77000045776367,-87.81999969482422,15221.0,31031.0,21853.0,744,7,174,217,Visa,Debit,4072893581482208,12/2020,578,True,2,22746.0,01/2008,2010,No,No,
572,7475999,1/1/2010 7:50,472,3826,$75.79 ,Swipe Transaction,61195,Round Lake,IL,60073,5541,"
",472,50,64,1969,4,Male,4480 Hillside Avenue,42.34000015258789,-88.11000061035156,22578.0,46039.0,79738.0,672,4,3826,472,Visa,Credit,4956561609097121,02/2020,521,True,2,11300.0,07/2007,2007,No,,
573,7476000,1/1/2010 7:50,1166,5822,($55.00),Swipe Transaction,59935,Louisville,KY,40203,5499,"
",1166,44,66,1975,5,Female,8659 El Camino Street,39.38999938964844,-84.55999755859375,19569.0,39898.0,43630.0,682,3,5822,1166,Visa,Debit,4867627629631267,12/2012,333,True,2,23737.0,12/2004,2010,No,No,
574,7476001,1/1/2010 7:51,236,4560,$4.72 ,Swipe Transaction,50783,Richmond,TX,77406,5411,"
",236,36,65,1983,3,Female,4137 Bayview Drive,29.700000762939453,-95.45999908447266,79100.0,161276.0,317964.0,540,1,4560,236,Visa,Debit,4003314505746426,07/2021,531,True,2,6076.0,09/2004,2011,No,,
575,7476002,1/1/2010 7:51,909,4663,$23.58 ,Swipe Transaction,59935,Olympia,WA,98516,5499,"
",909,38,64,1981,5,Male,215 Ocean View Drive,47.11000061035156,-122.76000213623047,24044.0,49023.0,66148.0,583,5,4663,909,Mastercard,Debit,5275728896235468,05/2020,479,True,2,3934.0,09/2008,2015,No,,
576,7476003,1/1/2010 7:51,1075,3287,$32.86 ,Online Transaction,18563,ONLINE,,,4121,"
",1075,36,67,1983,12,Female,5695 Fifth Street,38.220001220703125,-85.73999786376953,25258.0,51500.0,102286.0,672,3,3287,1075,Mastercard,Debit,5202477865497336,04/2022,861,True,1,29964.0,06/2005,2014,No,,
577,7476004,1/1/2010 7:51,1190,5358,$90.10 ,Online Transaction,38958,ONLINE,,,7801,"Insufficient Balance
",1190,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.16999816894531,21769.0,44383.0,42369.0,707,7,5358,1190,Mastercard,Debit,5988682255641837,11/2022,66,True,2,24272.0,11/1999,2011,No,No,
578,7476006,1/1/2010 7:52,1842,5426,$138.83 ,Swipe Transaction,30286,Rio Rancho,NM,87144,4814,"
",1842,45,64,1974,10,Male,41307 Main Lane,35.11000061035156,-106.62000274658203,15385.0,31373.0,58481.0,637,2,5426,1842,Mastercard,Credit,5693202604748580,07/2024,166,True,2,1300.0,11/2005,2011,No,No,
579,7476007,1/1/2010 7:53,383,1092,$4.43 ,Swipe Transaction,61195,Sidney,MT,59270,5541,"
",383,48,66,1971,9,Male,6606 Oak Drive,30.809999465942383,-92.6500015258789,16816.0,34287.0,77180.0,760,3,1092,383,Mastercard,Debit,5932626353957306,06/2020,709,True,2,13350.0,02/2006,2011,No,No,
580,7476009,1/1/2010 7:53,758,2181,$2.00 ,Swipe Transaction,43007,Alhambra,CA,91801,5812,"
",758,63,68,1956,12,Male,39126 El Camino Boulevard,34.09000015258789,-118.12999725341797,21178.0,43180.0,36832.0,764,5,2181,758,Mastercard,Debit,5399696839533551,05/2020,371,True,2,5553.0,03/2008,2015,No,No,
581,7476010,1/1/2010 7:53,1579,3830,$6.51 ,Swipe Transaction,22204,Puerto Vallarta,Mexico,,5541,"
",1579,81,70,1938,6,Female,7673 Plum Drive,27.950000762939453,-82.4800033569336,18881.0,28594.0,1821.0,728,5,3830,1579,Visa,Debit,4707894398714464,02/2020,848,True,1,15960.0,07/2007,2010,No,No,
582,7476011,1/1/2010 7:54,62,3369,$5.14 ,Swipe Transaction,81833,Auburn,CA,95602,5912,"
",62,78,68,1941,11,Female,9911 Rose Street,41.130001068115234,-124.04000091552734,15296.0,22290.0,9235.0,716,6,3369,62,Visa,Debit,4228336071745123,06/2023,445,False,1,1559.0,06/2007,2010,No,,
583,7476012,1/1/2010 7:54,110,4103,($78.00),Swipe Transaction,61195,Austin,TX,78728,5541,"
",110,52,72,1967,10,Female,31204 El Camino Lane,30.260000228881836,-97.73999786376953,25594.0,52186.0,42852.0,737,4,4103,110,Visa,Debit,4157348591484750,07/2021,945,True,2,576.0,08/2001,2011,No,,
584,7476013,1/1/2010 7:54,472,3826,$64.00 ,Swipe Transaction,61195,Round Lake,IL,60073,5541,"
",472,50,64,1969,4,Male,4480 Hillside Avenue,42.34000015258789,-88.11000061035156,22578.0,46039.0,79738.0,672,4,3826,472,Visa,Credit,4956561609097121,02/2020,521,True,2,11300.0,07/2007,2007,No,No,
585,7476014,1/1/2010 7:54,1248,5787,$5.66 ,Swipe Transaction,35451,Janesville,WI,53546,5812,"
",1248,51,71,1968,7,Female,32299 Federal Street,42.68000030517578,-89.01000213623047,21278.0,43386.0,2192.0,698,3,5787,1248,Amex,Credit,377035380135401,07/2020,451,True,1,9600.0,12/2003,2010,No,No,
586,7476015,1/1/2010 7:54,1307,111,$69.15 ,Online Transaction,15143,ONLINE,,,4784,"
",1307,52,61,1967,4,Female,2332 Elm Lane,37.88999938964844,-122.02999877929688,42685.0,87030.0,156474.0,646,5,111,1307,Visa,Debit,4212262433992065,10/2021,186,True,2,17280.0,01/2006,2012,No,No,
587,7476016,1/1/2010 7:54,1558,3750,$63.02 ,Online Transaction,39021,ONLINE,,,4784,"
",1558,47,65,1973,2,Female,675 Little Creek Drive,40.63999938964844,-73.94000244140625,25172.0,51330.0,106161.0,597,2,3750,1558,Visa,Debit,4836616684752344,07/2021,399,True,2,10182.0,07/2005,2011,No,No,
588,7476018,1/1/2010 7:55,1712,3291,$21.81 ,Online Transaction,47399,ONLINE,,,5815,"
",1712,82,65,1938,1,Female,1437 Madison Lane,32.790000915527344,-96.76000213623047,27814.0,66999.0,3140.0,730,5,3291,1712,Mastercard,Debit,5526616116382741,10/2021,600,True,1,21205.0,06/2005,2010,No,No,
589,7476019,1/1/2010 7:56,772,3678,$4.45 ,Swipe Transaction,50867,Gresham,OR,97080,5541,"
",772,62,65,1957,10,Female,24684 Ocean View Boulevard,45.470001220703125,-122.37000274658203,22599.0,46075.0,139335.0,741,3,3678,772,Mastercard,Debit (Prepaid),5591003097918979,05/2023,390,True,2,62.0,07/2002,2011,No,No,
590,7476020,1/1/2010 7:57,1317,5790,$4.65 ,Swipe Transaction,68671,Pleasantville,NJ,8232,5541,"
",1317,41,68,1978,7,Female,26 Valley Stream Drive,39.38999938964844,-74.51000213623047,15157.0,30910.0,42507.0,749,4,5790,1317,Mastercard,Debit,5504388217788243,09/2022,389,True,1,9059.0,12/2003,2008,No,,
591,7476021,1/1/2010 7:57,1451,5530,$29.91 ,Swipe Transaction,32175,Compton,CA,90220,7538,"
",1451,58,57,1961,4,Female,9384 Lake Street,42.40999984741211,-70.98999786376953,20979.0,17078.0,25245.0,719,4,5530,1451,Mastercard,Credit,5570191239646204,03/2015,625,False,2,6500.0,11/2008,2011,No,No,
592,7476022,1/1/2010 7:57,1825,4310,$10.76 ,Swipe Transaction,57153,Aurora,CO,80013,5812,"
",1825,70,65,1949,9,Female,817 Ocean Avenue,39.689998626708984,-104.80999755859375,24849.0,45754.0,9066.0,718,4,4310,1825,Visa,Debit,4588131276802665,10/2020,194,True,1,23878.0,08/2009,2011,No,No,
593,7476023,1/1/2010 7:58,319,248,$76.32 ,Swipe Transaction,9263,Fresno,CA,93727,5912,"
",319,67,67,1952,12,Male,388 Third Avenue,36.75,-119.66999816894531,17683.0,28357.0,10400.0,628,2,248,319,Visa,Credit,4086497597276972,03/2021,383,True,2,6800.0,01/2010,2010,No,No,
594,7476026,1/1/2010 8:00,115,4590,$21.99 ,Swipe Transaction,44919,Cottage Grove,WI,53527,5814,"
",115,61,69,1958,7,Male,386 11th Lane,40.93000030517578,-73.72000122070312,49546.0,101018.0,78115.0,748,6,4590,115,Visa,Debit (Prepaid),4946298081598663,07/2023,580,True,2,52.0,09/2005,2008,No,,
595,7476027,1/1/2010 8:00,469,2619,$7.23 ,Swipe Transaction,10855,Houston,TX,77010,5411,"
",469,67,67,1952,3,Female,488 Bayview Boulevard,33.880001068115234,-117.8499984741211,26675.0,46945.0,17835.0,682,4,2619,469,Visa,Debit,4855184148394849,01/2022,646,True,2,31504.0,04/2009,2014,No,No,
596,7476028,1/1/2010 8:00,1024,4241,$5.27 ,Swipe Transaction,61195,Andover,KS,67002,5541,"
",1024,66,67,1953,4,Male,554 Grant Boulevard,37.689998626708984,-97.12999725341797,32162.0,65573.0,143069.0,739,4,4241,1024,Mastercard,Debit,5454341430423098,09/2023,247,True,1,20847.0,08/2008,2010,No,,
597,7476029,1/1/2010 8:00,1596,21,$39.83 ,Online Transaction,15143,ONLINE,,,4784,"
",1596,42,69,1977,3,Male,188 Washington Avenue,34.279998779296875,-118.44000244140625,15583.0,31772.0,17286.0,734,4,21,1596,Visa,Credit,4262822146225767,06/2012,826,True,1,6600.0,01/2001,2010,No,No,
598,7476030,1/1/2010 8:01,69,5493,$6.85 ,Swipe Transaction,78605,Dover,OH,44622,5814,"
",69,54,67,1965,10,Female,3067 First Street,40.52000045776367,-81.47000122070312,18794.0,38318.0,93284.0,748,6,5493,69,Mastercard,Credit,5542688229083627,12/2022,439,True,1,9300.0,11/2007,2014,No,No,
599,7476031,1/1/2010 8:01,379,3881,$2.23 ,Swipe Transaction,35451,Selma,AL,36701,5812,"
",379,47,65,1972,11,Female,837 Lincoln Avenue,30.68000030517578,-88.04000091552734,21331.0,43496.0,114563.0,765,3,3881,379,Mastercard,Debit,5400182448188961,10/2021,412,True,1,24232.0,07/2009,2009,No,No,
600,7476032,1/1/2010 8:01,870,1039,$1.22 ,Swipe Transaction,14528,Waldorf,MD,20603,5499,"
",870,63,64,1956,3,Female,1389 Park Lane,38.63999938964844,-76.9000015258789,35114.0,71593.0,132181.0,821,3,1039,870,Visa,Debit,4701143570043786,11/2012,807,False,1,28937.0,02/2004,2008,No,,
601,7476033,1/1/2010 8:01,1041,2500,$105.71 ,Swipe Transaction,42636,Hallandale,FL,33009,7802,"
",1041,48,62,1971,9,Female,6144 Summit Street,34.869998931884766,-85.5,15950.0,32522.0,50155.0,639,1,2500,1041,Visa,Debit,4955581838657248,10/2022,581,True,2,5579.0,04/2005,2010,No,,
602,7476034,1/1/2010 8:01,1193,2963,$2.36 ,Swipe Transaction,19159,Poughkeepsie,NY,12603,5411,"
",1193,90,75,1929,11,Female,6245 River Lane,41.689998626708984,-73.91999816894531,27934.0,51717.0,418.0,717,5,2963,1193,Mastercard,Debit,5771106543332286,03/2013,600,True,1,22858.0,05/2008,2010,No,No,
603,7476035,1/1/2010 8:01,1315,5434,$0.99 ,Swipe Transaction,14528,Louisville,IL,62858,5499,"
",1315,57,70,1962,8,Female,759 Madison Drive,38.61000061035156,-88.77999877929688,15976.0,32576.0,0.0,753,4,5434,1315,Mastercard,Credit,5237779163714217,01/2021,520,True,1,10600.0,11/2005,2009,No,,
604,7476037,1/1/2010 8:01,1463,5499,$0.78 ,Swipe Transaction,14528,Kerhonkson,NY,12446,5499,"
",1463,80,69,1940,1,Female,221 Catherine Boulevard,42.150001525878906,-74.52999877929688,14515.0,9766.0,66.0,732,4,5499,1463,Mastercard,Debit,5314535985439666,06/2020,410,True,1,13930.0,11/2007,2010,No,,
605,7476038,1/1/2010 8:01,1636,3338,$1.12 ,Swipe Transaction,86438,Kansas City,MO,64124,5499,"
",1636,49,66,1970,5,Male,4882 Mountain View Lane,39.09000015258789,-94.58000183105469,12064.0,24598.0,23019.0,695,4,3338,1636,Amex,Credit,354505344407390,04/2020,793,True,1,6900.0,06/2007,2008,No,No,
606,7476039,1/1/2010 8:01,1736,113,$8.21 ,Swipe Transaction,59952,Brooklyn,NY,11211,5812,"
",1736,43,67,1977,1,Male,2479 Valley Avenue,40.63999938964844,-73.94000244140625,22456.0,45789.0,94014.0,695,4,113,1736,Visa,Debit,4870854561726482,06/2021,880,True,1,23631.0,01/2006,2014,No,,
607,7476040,1/1/2010 8:02,1222,1076,$1.47 ,Swipe Transaction,82981,Jerome,ID,83338,5912,"
",1222,42,66,1977,12,Female,1957 Park Lane,42.38999938964844,-113.77999877929688,14094.0,28738.0,48786.0,600,1,1076,1222,Visa,Debit,4261882459977550,04/2022,882,True,2,1436.0,02/2005,2005,No,No,
608,7476041,1/1/2010 8:02,1561,3386,$6.35 ,Swipe Transaction,83229,Lancaster,SC,29720,5411,"
",1561,78,67,1941,5,Female,245 Martin Luther King Drive,35.0,-80.94000244140625,26707.0,51014.0,23366.0,759,4,3386,1561,Mastercard,Credit,5551931585131534,04/2021,846,True,1,17900.0,06/2008,2010,No,No,
609,7476042,1/1/2010 8:02,1591,2043,$23.89 ,Swipe Transaction,59935,Omaha,NE,68106,5499,"
",1591,58,66,1961,6,Female,2200 Third Drive,48.279998779296875,-122.62000274658203,16537.0,33717.0,58236.0,698,6,2043,1591,Mastercard,Debit,5702444920277810,08/2021,137,True,1,12358.0,03/2003,2003,No,,
610,7476043,1/1/2010 8:03,44,2932,$60.00 ,Swipe Transaction,27092,Medford,OR,97501,4829,"
",44,85,67,1934,12,Male,8651 Seventh Street,43.47999954223633,-124.16000366210938,16738.0,38194.0,1674.0,680,3,2932,44,Mastercard,Debit,5336725167428422,10/2020,773,True,2,9707.0,05/2007,2009,No,,
611,7476044,1/1/2010 8:03,987,4146,$34.31 ,Online Transaction,18563,ONLINE,,,4121,"
",987,52,67,1967,10,Male,6785 Essex Lane,39.13999938964844,-77.20999908447266,30179.0,61532.0,26832.0,683,4,4146,987,Visa,Debit,4783135306510626,01/2021,128,True,1,18912.0,08/2004,2008,No,,
612,7476045,1/1/2010 8:03,1479,1139,$26.76 ,Swipe Transaction,49463,Atlanta,GA,30310,7538,"
",1479,32,60,1987,11,Male,335 Main Street,33.720001220703125,-84.41999816894531,13059.0,26631.0,33950.0,805,1,1139,1479,Mastercard,Credit,5676305121855735,11/2021,58,True,1,2800.0,02/2008,2010,No,No,
